Sample_ID,sample,pcr_rep,Sample_Plate,taxon,total_taxon_ct,Sample Code,Sample Label,field_rep,Sample_Date,Metadata Reference
e00201_1,e00201,1,YUMI_eDNA_Plate1,Clupeidae,4,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_1,e00201,1,YUMI_eDNA_Plate1,Gadidae,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_1,e00201,1,YUMI_eDNA_Plate1,Oncorhynchus,9906,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_1,e00201,1,YUMI_eDNA_Plate1,Ictalurus,1,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_1,e00201,1,YUMI_eDNA_Plate1,Homo_sapiens,119,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00202_1,e00202,1,YUMI_eDNA_Plate1,Clupeidae,284,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_1,e00202,1,YUMI_eDNA_Plate1,Gadidae,7,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_1,e00202,1,YUMI_eDNA_Plate1,Oncorhynchus,6209,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_1,e00202,1,YUMI_eDNA_Plate1,Sebastidae,8,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_1,e00202,1,YUMI_eDNA_Plate1,Pleuronectidae,3,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00203_1,e00203,1,YUMI_eDNA_Plate1,Clupeidae,3233,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_1,e00203,1,YUMI_eDNA_Plate1,Gadidae,7,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_1,e00203,1,YUMI_eDNA_Plate1,Oncorhynchus,7027,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_1,e00203,1,YUMI_eDNA_Plate1,Ammodytidae,2561,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_1,e00203,1,YUMI_eDNA_Plate1,Sebastidae,2,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00204_1,e00204,1,YUMI_eDNA_Plate1,Clupeidae,7078,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_1,e00204,1,YUMI_eDNA_Plate1,Oncorhynchus,8491,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_1,e00204,1,YUMI_eDNA_Plate1,Ammodytidae,2338,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_1,e00204,1,YUMI_eDNA_Plate1,Gadidae,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_1,e00204,1,YUMI_eDNA_Plate1,Pleuronectidae,2,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Clupeidae,249,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Oncorhynchus,5,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Sebastidae,4,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Pleuronectidae,4,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Homo_sapiens,7,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Lycodes,1,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_1,e00205,1,YUMI_eDNA_Plate1,Hexagrammos,1,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00206_1,e00206,1,YUMI_eDNA_Plate1,Clupeidae,3,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_1,e00206,1,YUMI_eDNA_Plate1,Ammodytidae,1,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_1,e00206,1,YUMI_eDNA_Plate1,Sebastidae,1394,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_1,e00206,1,YUMI_eDNA_Plate1,Pleuronectidae,6410,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_1,e00206,1,YUMI_eDNA_Plate1,Lycodes,9,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Oncorhynchus,1273,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Gadidae,1371,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Homo_sapiens,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Leuroglossus_schmidti,1736,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Gymnelus_hemifasciatus,2004,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_1,e00207,1,YUMI_eDNA_Plate1,Clupeidae,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00208_1,e00208,1,YUMI_eDNA_Plate1,Clupeidae,3696,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_1,e00208,1,YUMI_eDNA_Plate1,Oncorhynchus,2422,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_1,e00208,1,YUMI_eDNA_Plate1,Gadidae,2,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_1,e00208,1,YUMI_eDNA_Plate1,Pleuronectidae,1763,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_1,e00208,1,YUMI_eDNA_Plate1,Homo_sapiens,44,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00209_1,e00209,1,YUMI_eDNA_Plate1,Clupeidae,13889,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00209_1,e00209,1,YUMI_eDNA_Plate1,Oncorhynchus,363,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00209_1,e00209,1,YUMI_eDNA_Plate1,Homo_sapiens,11,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00209_1,e00209,1,YUMI_eDNA_Plate1,Pleuronectidae,2,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00209_1,e00209,1,YUMI_eDNA_Plate1,Leuroglossus_schmidti,1,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Clupeidae,5819,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Gadidae,1353,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Oncorhynchus,3460,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Sebastidae,357,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Pleuronectidae,1,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00210_1,e00210,1,YUMI_eDNA_Plate1,Homo_sapiens,3,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Clupeidae,15169,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Oncorhynchus,2881,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Ammodytidae,3,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Gadidae,5,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Sebastidae,4463,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Homo_sapiens,65,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00211_1,e00211,1,YUMI_eDNA_Plate1,Bos,8,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00212_1,e00212,1,YUMI_eDNA_Plate1,Clupeidae,10016,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00212_1,e00212,1,YUMI_eDNA_Plate1,Gadidae,2,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00212_1,e00212,1,YUMI_eDNA_Plate1,Oncorhynchus,3182,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Clupeidae,9470,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Oncorhynchus,13,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Sebastidae,4,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Pleuronectidae,961,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Homo_sapiens,15,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Lycodes,2,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Micropterus,1,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00213_1,e00213,1,YUMI_eDNA_Plate1,Gadidae,7,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Clupeidae,12,extraction_blank,NA,NA,NA,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Gadidae,5,extraction_blank,NA,NA,NA,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Oncorhynchus,9,extraction_blank,NA,NA,NA,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Sebastidae,5,extraction_blank,NA,NA,NA,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Pleuronectidae,7,extraction_blank,NA,NA,NA,Yumi_USGS
e00214_1,e00214,1,YUMI_eDNA_Plate1,Lycodes,1,extraction_blank,NA,NA,NA,Yumi_USGS
e00216_1,e00216,1,YUMI_eDNA_Plate1,Clupeidae,9878,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00216_1,e00216,1,YUMI_eDNA_Plate1,Gadidae,3,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00216_1,e00216,1,YUMI_eDNA_Plate1,Pleuronectidae,2790,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00216_1,e00216,1,YUMI_eDNA_Plate1,Sus,107,202111011,Prince William Sound,A,2021-09-20T00:00:00Z,Yumi_USGS
e00217_1,e00217,1,YUMI_eDNA_Plate1,Clupeidae,12951,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00217_1,e00217,1,YUMI_eDNA_Plate1,Gadidae,3,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00217_1,e00217,1,YUMI_eDNA_Plate1,Oncorhynchus,7,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00217_1,e00217,1,YUMI_eDNA_Plate1,Homo_sapiens,5,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00217_1,e00217,1,YUMI_eDNA_Plate1,Leuroglossus_schmidti,1,202111011,Prince William Sound,B,2021-09-20T00:00:00Z,Yumi_USGS
e00218_1,e00218,1,YUMI_eDNA_Plate1,Clupeidae,10761,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00218_1,e00218,1,YUMI_eDNA_Plate1,Gadidae,5,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00218_1,e00218,1,YUMI_eDNA_Plate1,Oncorhynchus,8,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00218_1,e00218,1,YUMI_eDNA_Plate1,Ammodytidae,2,202111011,Prince William Sound,C,2021-09-20T00:00:00Z,Yumi_USGS
e00219_1,e00219,1,YUMI_eDNA_Plate1,Clupeidae,3229,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00219_1,e00219,1,YUMI_eDNA_Plate1,Gadidae,5,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00219_1,e00219,1,YUMI_eDNA_Plate1,Oncorhynchus,5777,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00219_1,e00219,1,YUMI_eDNA_Plate1,Sebastidae,4,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Clupeidae,6460,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Gadidae,9,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Oncorhynchus,4833,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Cymatogaster_aggregata,5985,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Homo_sapiens,19,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00220_1,e00220,1,YUMI_eDNA_Plate1,Pleuronectidae,3,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Clupeidae,8,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Gadidae,5,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Oncorhynchus,17172,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Ammodytidae,2,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Homo_sapiens,3,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Lycodes,1,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00221_1,e00221,1,YUMI_eDNA_Plate1,Leuroglossus_schmidti,4,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00222_1,e00222,1,YUMI_eDNA_Plate1,Clupeidae,1888,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00222_1,e00222,1,YUMI_eDNA_Plate1,Oncorhynchus,3012,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00222_1,e00222,1,YUMI_eDNA_Plate1,Pleuronectidae,2,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00222_1,e00222,1,YUMI_eDNA_Plate1,Citharichthys,1325,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00223_1,e00223,1,YUMI_eDNA_Plate1,Clupeidae,9359,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00223_1,e00223,1,YUMI_eDNA_Plate1,Oncorhynchus,7,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00223_1,e00223,1,YUMI_eDNA_Plate1,Gadidae,5,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00223_1,e00223,1,YUMI_eDNA_Plate1,Pleuronectidae,3,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00223_1,e00223,1,YUMI_eDNA_Plate1,Homo_sapiens,12,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00224_1,e00224,1,YUMI_eDNA_Plate1,Clupeidae,5964,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00224_1,e00224,1,YUMI_eDNA_Plate1,Gadidae,2,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00224_1,e00224,1,YUMI_eDNA_Plate1,Oncorhynchus,3158,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00224_1,e00224,1,YUMI_eDNA_Plate1,Ammodytidae,1,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Clupeidae,2678,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Gadidae,4,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Ammodytidae,1,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Oncorhynchus,1,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Sebastidae,1,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Homo_sapiens,13,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00225_1,e00225,1,YUMI_eDNA_Plate1,Atheresthes,7083,202131011,Prince William Sound,A,2021-09-22T00:00:00Z,Yumi_USGS
e00226_1,e00226,1,YUMI_eDNA_Plate1,Clupeidae,8,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00226_1,e00226,1,YUMI_eDNA_Plate1,Gadidae,893,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00226_1,e00226,1,YUMI_eDNA_Plate1,Oncorhynchus,261,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00226_1,e00226,1,YUMI_eDNA_Plate1,Perciformes,478,202131011,Prince William Sound,B,2021-09-22T00:00:00Z,Yumi_USGS
e00227_1,e00227,1,YUMI_eDNA_Plate1,Clupeidae,5114,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
e00227_1,e00227,1,YUMI_eDNA_Plate1,Gadidae,9,202131011,Prince William Sound,C,2021-09-22T00:00:00Z,Yumi_USGS
